sido,sigungu,region,weeks,avg_inside,avg_outside,avg_total,outside_share_pct,avg_inside_10k,avg_outside_10k,avg_total_10k
경기도,동두천시,경기도 동두천시,52,141220.11538461538,41811.519230769234,183031.63461538462,22.843875769688825,14.122011538461537,4.181151923076923,18.303163461538464
경기도,가평군,경기도 가평군,52,75198.44230769231,104996.88461538461,180195.32692307694,58.26837266440678,7.519844230769231,10.499688461538462,18.019532692307692
충청북도,진천군,충청북도 진천군,52,106444.63461538461,72694.34615384616,179138.98076923078,40.579859191837194,10.64446346153846,7.269434615384616,17.91389807692308
경상북도,문경시,경상북도 문경시,52,118968.11538461539,52871.96153846154,171840.07692307694,30.76812026924855,11.89681153846154,5.287196153846154,17.184007692307695
인천광역시,동구,인천광역시 동구,52,101308.76923076923,68268.57692307692,169577.34615384616,40.25807601750143,10.130876923076924,6.8268576923076925,16.957734615384616
인천광역시,강화군,인천광역시 강화군,52,89355.38461538461,72808.90384615384,162164.28846153847,44.8982353247413,8.93553846153846,7.280890384615384,16.216428846153846
강원특별자치도,홍천군,강원특별자치도 홍천군,52,88888.65384615384,70979.11538461539,159867.76923076922,44.398640029909345,8.888865384615384,7.097911538461539,15.986776923076922
강원특별자치도,삼척시,강원특별자치도 삼척시,52,106928.03846153847,49955.46153846154,156883.5,31.84239358406814,10.692803846153847,4.995546153846154,15.68835
경상남도,함안군,경상남도 함안군,52,81684.23076923077,72645.82692307692,154330.0576923077,47.071729259580145,8.168423076923077,7.264582692307692,15.43300576923077
충청남도,태안군,충청남도 태안군,52,72202.48076923077,68378.42307692308,140580.90384615384,48.63990855525706,7.220248076923077,6.837842307692307,14.058090384615385
경상남도,창녕군,경상남도 창녕군,52,83438.25,51520.807692307695,134959.0576923077,38.17513887046371,8.343825,5.1520807692307695,13.495905769230768
전라남도,해남군,전라남도 해남군,52,92028.57692307692,40838.46153846154,132867.03846153847,30.736337628450418,9.202857692307692,4.083846153846154,13.286703846153847
전라남도,담양군,전라남도 담양군,52,56651.5,71685.26923076923,128336.76923076923,55.857155872350276,5.66515,7.168526923076923,12.833676923076924
전라남도,영암군,전라남도 영암군,52,73389.25,54573.596153846156,127962.84615384616,42.64800119265388,7.338925,5.457359615384616,12.796284615384616
전라남도,고흥군,전라남도 고흥군,52,91724.07692307692,34115.03846153846,125839.11538461539,27.11004313505309,9.172407692307692,3.4115038461538463,12.583911538461539
충청남도,부여군,충청남도 부여군,52,84585.98076923077,40990.53846153846,125576.51923076923,32.6418813904302,8.458598076923076,4.099053846153846,12.557651923076923
전라남도,화순군,전라남도 화순군,52,70473.55769230769,53957.57692307692,124431.13461538461,43.3634050592396,7.0473557692307685,5.395757692307692,12.443113461538461
경상남도,고성군,경상남도 고성군,52,65907.48076923077,46621.153846153844,112528.63461538461,41.43048034440465,6.590748076923076,4.662115384615384,11.25286346153846
충청남도,서천군,충청남도 서천군,52,71194.80769230769,41168.807692307695,112363.61538461539,36.63891336300349,7.119480769230769,4.11688076923077,11.236361538461539
충청남도,금산군,충청남도 금산군,52,65624.25,46061.692307692305,111685.94230769231,41.24215756786414,6.562425,4.606169230769231,11.168594230769232
경상남도,거창군,경상남도 거창군,52,81637.26923076923,29677.19230769231,111314.46153846153,26.66067993100627,8.163726923076924,2.967719230769231,11.131446153846154
전북특별자치도,고창군,전북특별자치도 고창군,52,72546.57692307692,38465.13461538462,111011.71153846153,34.64961856935053,7.254657692307692,3.8465134615384615,11.101171153846153
전북특별자치도,부안군,전북특별자치도 부안군,52,66938.84615384616,43128.25,110067.09615384616,39.18359937443752,6.693884615384616,4.312825,11.006709615384615
경상북도,청도군,경상북도 청도군,52,55803.61538461538,53390.269230769234,109193.88461538461,48.89492613879124,5.580361538461538,5.339026923076924,10.91938846153846
강원특별자치도,평창군,강원특별자치도 평창군,52,48447.480769230766,59280.019230769234,107727.5,55.02774986031351,4.844748076923077,5.928001923076923,10.77275
경상북도,예천군,경상북도 예천군,52,73287.25,31464.403846153848,104751.65384615384,30.037142795248688,7.328725,3.1464403846153846,10.475165384615384
강원특별자치도,횡성군,강원특별자치도 횡성군,52,55111.11538461538,49403.61538461538,104514.73076923077,47.269523655664294,5.511111538461538,4.940361538461539,10.451473076923076
경상북도,울진군,경상북도 울진군,52,67638.23076923077,36353.5,103991.73076923077,34.95806804165272,6.763823076923076,3.63535,10.399173076923077
전라남도,영광군,전라남도 영광군,52,70309.78846153847,33003.25,103313.03846153847,31.944903074636123,7.030978846153847,3.300325,10.331303846153848
전라남도,장성군,전라남도 장성군,52,54327.36538461538,48280.61538461538,102607.98076923077,47.053469937392414,5.432736538461539,4.828061538461538,10.260798076923077
경기도,연천군,경기도 연천군,52,63133.21153846154,38871.75,102004.96153846153,38.10770516818752,6.313321153846154,3.887175,10.200496153846153
충청북도,옥천군,충청북도 옥천군,52,58299.17307692308,40294.769230769234,98593.94230769231,40.869416809622216,5.829917307692308,4.029476923076923,9.859394230769231
경상남도,남해군,경상남도 남해군,52,55790.980769230766,42547.46153846154,98338.44230769231,43.26635702173753,5.579098076923077,4.2547461538461535,9.83384423076923
경상북도,성주군,경상북도 성주군,52,53603.307692307695,43928.269230769234,97531.57692307692,45.04004817374728,5.360330769230769,4.392826923076924,9.753157692307692
강원특별자치도,태백시,강원특별자치도 태백시,52,73235.21153846153,21763.73076923077,94998.94230769231,22.90944534807574,7.323521153846153,2.176373076923077,9.49989423076923
강원특별자치도,철원군,강원특별자치도 철원군,52,66876.0,27208.75,94084.75,28.919405110817642,6.6876,2.720875,9.408475
경상북도,의성군,경상북도 의성군,52,62588.192307692305,30227.346153846152,92815.53846153847,32.56711823782821,6.25881923076923,3.022734615384615,9.281553846153846
경상남도,하동군,경상남도 하동군,52,54982.25,37414.36538461538,92396.61538461539,40.49322069739484,5.498225,3.7414365384615382,9.239661538461538
강원특별자치도,양양군,강원특별자치도 양양군,52,34161.269230769234,58094.13461538462,92255.40384615384,62.97098293804345,3.4161269230769236,5.809413461538462,9.225540384615384
충청북도,괴산군,충청북도 괴산군,52,47819.596153846156,44132.480769230766,91952.07692307692,47.99508857874963,4.781959615384616,4.413248076923076,9.195207692307692
강원특별자치도,정선군,강원특별자치도 정선군,52,45160.46153846154,45479.03846153846,90639.5,50.17573846009572,4.516046153846154,4.547903846153846,9.06395
경상북도,영덕군,경상북도 영덕군,52,47339.71153846154,40511.38461538462,87851.09615384616,46.11369281544361,4.733971153846154,4.051138461538462,8.785109615384616
경상남도,산청군,경상남도 산청군,52,46743.769230769234,39791.0,86534.76923076923,45.982673038494084,4.674376923076923,3.9791,8.653476923076923
경상남도,합천군,경상남도 합천군,52,54386.096153846156,32137.98076923077,86524.07692307692,37.14339628009278,5.438609615384616,3.213798076923077,8.652407692307692
강원특별자치도,고성군,강원특별자치도 고성군,52,37752.78846153846,48649.730769230766,86402.51923076923,56.305917006070196,3.7752788461538462,4.864973076923077,8.640251923076923
충청북도,영동군,충청북도 영동군,52,58394.480769230766,26024.826923076922,84419.30769230769,30.828050637340525,5.839448076923077,2.6024826923076922,8.441930769230769
전라남도,보성군,전라남도 보성군,52,48928.42307692308,33783.057692307695,82711.48076923077,40.84446001706117,4.892842307692308,3.3783057692307694,8.271148076923076
전라남도,완도군,전라남도 완도군,52,58056.36538461538,24161.26923076923,82217.63461538461,29.386967095071547,5.805636538461538,2.416126923076923,8.221763461538462
충청남도,계룡시,충청남도 계룡시,52,59503.153846153844,22528.884615384617,82032.03846153847,27.463519178482326,5.950315384615385,2.2528884615384617,8.203203846153848
강원특별자치도,인제군,강원특별자치도 인제군,52,45537.36538461538,33652.36538461538,79189.73076923077,42.495870433860645,4.553736538461538,3.3652365384615384,7.918973076923076
강원특별자치도,영월군,강원특별자치도 영월군,52,46337.42307692308,32565.46153846154,78902.88461538461,41.27284027346178,4.633742307692308,3.2565461538461538,7.890288461538461
전라남도,함평군,전라남도 함평군,52,44037.67307692308,32648.673076923078,76686.34615384616,42.574297400249264,4.403767307692307,3.264867307692308,7.668634615384615
경상북도,고령군,경상북도 고령군,52,37460.557692307695,34672.57692307692,72133.13461538461,48.067475658657884,3.7460557692307694,3.467257692307692,7.213313461538461
경상남도,함양군,경상남도 함양군,52,46844.46153846154,24924.884615384617,71769.34615384616,34.72915102494476,4.684446153846154,2.4924884615384615,7.176934615384615
충청북도,단양군,충청북도 단양군,52,35248.88461538462,35624.07692307692,70872.96153846153,50.264693544299476,3.524888461538462,3.5624076923076924,7.087296153846153
전라남도,강진군,전라남도 강진군,52,45159.71153846154,25214.03846153846,70373.75,35.82875498540075,4.515971153846154,2.521403846153846,7.037375
충청북도,보은군,충청북도 보은군,52,40815.07692307692,27892.0,68707.07692307692,40.59552705353384,4.081507692307692,2.7892,6.870707692307692
전라남도,장흥군,전라남도 장흥군,52,45344.230769230766,20291.69230769231,65635.92307692308,30.915528199262365,4.534423076923076,2.029169230769231,6.563592307692308
전라남도,신안군,전라남도 신안군,52,36870.46153846154,27593.326923076922,64463.78846153846,42.80438302123702,3.687046153846154,2.759332692307692,6.446378846153846
전라남도,진도군,전라남도 진도군,52,43655.769230769234,20401.51923076923,64057.28846153846,31.848864853245846,4.365576923076923,2.040151923076923,6.405728846153846
전라남도,구례군,전라남도 구례군,52,35597.21153846154,26655.44230769231,62252.653846153844,42.818162216130425,3.5597211538461537,2.665544230769231,6.225265384615384
전라남도,곡성군,전라남도 곡성군,52,35813.846153846156,26283.80769230769,62097.653846153844,42.32657123798187,3.5813846153846156,2.6283807692307692,6.209765384615384
충청북도,증평군,충청북도 증평군,52,37184.25,24419.826923076922,61604.07692307692,39.639952650486414,3.718425,2.4419826923076924,6.160407692307692
전북특별자치도,임실군,전북특별자치도 임실군,52,30394.153846153848,30662.98076923077,61057.13461538462,50.220143743045206,3.039415384615385,3.066298076923077,6.105713461538461
대구광역시,군위군,대구광역시 군위군,52,25420.153846153848,34508.88461538462,59929.03846153846,57.5829105576788,2.5420153846153846,3.4508884615384616,5.992903846153846
충청남도,청양군,충청남도 청양군,52,37467.71153846154,22433.153846153848,59900.86538461538,37.45046703768566,3.746771153846154,2.243315384615385,5.990086538461538
경상북도,봉화군,경상북도 봉화군,52,38159.63461538462,20880.096153846152,59039.730769230766,35.36617779552622,3.8159634615384617,2.0880096153846153,5.9039730769230765
전북특별자치도,무주군,전북특별자치도 무주군,52,28797.653846153848,25318.94230769231,54116.596153846156,46.785910621048636,2.879765384615385,2.5318942307692307,5.4116596153846155
전북특별자치도,순창군,전북특별자치도 순창군,52,32853.0,21105.51923076923,53958.519230769234,39.11434103761329,3.2853,2.110551923076923,5.395851923076924
경상남도,의령군,경상남도 의령군,52,30823.384615384617,22251.01923076923,53074.403846153844,41.924200025435994,3.0823384615384617,2.225101923076923,5.307440384615385
강원특별자치도,화천군,강원특별자치도 화천군,52,34545.88461538462,16191.442307692309,50737.32692307692,31.912288820891614,3.454588461538462,1.6191442307692308,5.073732692307693
경상북도,청송군,경상북도 청송군,52,29589.673076923078,19526.98076923077,49116.653846153844,39.75633362646071,2.958967307692308,1.9526980769230768,4.911665384615384
전북특별자치도,진안군,전북특별자치도 진안군,52,26491.384615384617,22326.30769230769,48817.692307692305,45.73404976127823,2.649138461538462,2.232630769230769,4.881769230769231
인천광역시,옹진군,인천광역시 옹진군,52,19950.71153846154,28427.80769230769,48378.519230769234,58.76121912021506,1.9950711538461539,2.842780769230769,4.837851923076923
강원특별자치도,양구군,강원특별자치도 양구군,52,30351.865384615383,11576.442307692309,41928.307692307695,27.610087181782824,3.0351865384615384,1.157644230769231,4.19283076923077
전북특별자치도,장수군,전북특별자치도 장수군,52,25691.384615384617,12577.365384615385,38268.75,32.86589027500346,2.569138461538462,1.2577365384615384,3.826875
경상북도,영양군,경상북도 영양군,52,18752.96153846154,7428.153846153846,26181.115384615383,28.3721825332117,1.875296153846154,0.7428153846153845,2.6181115384615383
경상북도,울릉군,경상북도 울릉군,52,8851.346153846154,7238.7307692307695,16090.076923076924,44.988789076879684,0.8851346153846155,0.7238730769230769,1.6090076923076924
