year,region_code,region,age_group,item,value,unit,table_id,table_name
2023,37,경상북도,60세 이상,고용률,55.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,37,경상북도,60세 이상,고용률,55.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,37,경상북도,60세 이상,고용률,56.7,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,24,광주광역시,60세 이상,고용률,31.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,24,광주광역시,60세 이상,고용률,31.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,24,광주광역시,60세 이상,고용률,31.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,24,광주광역시,60세 이상,고용률,33.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,24,광주광역시,60세 이상,고용률,35.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,24,광주광역시,60세 이상,고용률,35.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,24,광주광역시,60세 이상,고용률,37.1,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,24,광주광역시,60세 이상,고용률,37.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,24,광주광역시,60세 이상,고용률,37.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,24,광주광역시,60세 이상,고용률,38.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,24,광주광역시,60세 이상,고용률,39.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,24,광주광역시,60세 이상,고용률,39.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,24,광주광역시,60세 이상,고용률,40.3,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,24,광주광역시,60세 이상,고용률,42.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,24,광주광역시,60세 이상,고용률,44.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,24,광주광역시,60세 이상,고용률,46.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,22,대구광역시,60세 이상,고용률,29.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,22,대구광역시,60세 이상,고용률,32.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,22,대구광역시,60세 이상,고용률,34.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,22,대구광역시,60세 이상,고용률,34.1,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,22,대구광역시,60세 이상,고용률,35.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,22,대구광역시,60세 이상,고용률,34.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,22,대구광역시,60세 이상,고용률,35.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,22,대구광역시,60세 이상,고용률,36.7,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,22,대구광역시,60세 이상,고용률,37.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,22,대구광역시,60세 이상,고용률,38.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,22,대구광역시,60세 이상,고용률,38.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,22,대구광역시,60세 이상,고용률,37.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,22,대구광역시,60세 이상,고용률,39.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,22,대구광역시,60세 이상,고용률,40.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,22,대구광역시,60세 이상,고용률,41.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,22,대구광역시,60세 이상,고용률,41.0,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,25,대전광역시,60세 이상,고용률,29.1,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,25,대전광역시,60세 이상,고용률,30.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,25,대전광역시,60세 이상,고용률,32.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,25,대전광역시,60세 이상,고용률,31.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,25,대전광역시,60세 이상,고용률,32.3,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,25,대전광역시,60세 이상,고용률,35.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,25,대전광역시,60세 이상,고용률,36.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,25,대전광역시,60세 이상,고용률,36.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,25,대전광역시,60세 이상,고용률,37.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,25,대전광역시,60세 이상,고용률,39.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,25,대전광역시,60세 이상,고용률,41.3,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,25,대전광역시,60세 이상,고용률,41.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,25,대전광역시,60세 이상,고용률,42.1,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,25,대전광역시,60세 이상,고용률,43.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,25,대전광역시,60세 이상,고용률,42.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,25,대전광역시,60세 이상,고용률,45.3,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,21,부산광역시,60세 이상,고용률,28.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,21,부산광역시,60세 이상,고용률,29.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,21,부산광역시,60세 이상,고용률,31.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,21,부산광역시,60세 이상,고용률,32.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,21,부산광역시,60세 이상,고용률,33.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,21,부산광역시,60세 이상,고용률,34.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,21,부산광역시,60세 이상,고용률,35.7,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,21,부산광역시,60세 이상,고용률,35.7,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,21,부산광역시,60세 이상,고용률,35.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,21,부산광역시,60세 이상,고용률,35.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,21,부산광역시,60세 이상,고용률,36.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,21,부산광역시,60세 이상,고용률,37.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,21,부산광역시,60세 이상,고용률,39.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,21,부산광역시,60세 이상,고용률,39.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,21,부산광역시,60세 이상,고용률,39.0,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,21,부산광역시,60세 이상,고용률,39.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,11,서울특별시,60세 이상,고용률,32.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,11,서울특별시,60세 이상,고용률,33.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,11,서울특별시,60세 이상,고용률,34.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,11,서울특별시,60세 이상,고용률,34.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,11,서울특별시,60세 이상,고용률,35.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,11,서울특별시,60세 이상,고용률,35.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,11,서울특별시,60세 이상,고용률,35.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,11,서울특별시,60세 이상,고용률,36.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,11,서울특별시,60세 이상,고용률,35.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,11,서울특별시,60세 이상,고용률,36.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,11,서울특별시,60세 이상,고용률,36.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,11,서울특별시,60세 이상,고용률,35.1,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,11,서울특별시,60세 이상,고용률,35.7,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,11,서울특별시,60세 이상,고용률,37.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,11,서울특별시,60세 이상,고용률,38.7,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,11,서울특별시,60세 이상,고용률,40.0,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,29,세종특별자치시,60세 이상,고용률,41.7,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,29,세종특별자치시,60세 이상,고용률,38.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,29,세종특별자치시,60세 이상,고용률,40.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,29,세종특별자치시,60세 이상,고용률,39.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,29,세종특별자치시,60세 이상,고용률,41.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,29,세종특별자치시,60세 이상,고용률,45.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,29,세종특별자치시,60세 이상,고용률,49.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,29,세종특별자치시,60세 이상,고용률,46.7,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,29,세종특별자치시,60세 이상,고용률,47.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,26,울산광역시,60세 이상,고용률,34.0,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,26,울산광역시,60세 이상,고용률,32.7,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,26,울산광역시,60세 이상,고용률,35.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,26,울산광역시,60세 이상,고용률,37.1,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,26,울산광역시,60세 이상,고용률,36.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,26,울산광역시,60세 이상,고용률,36.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,26,울산광역시,60세 이상,고용률,38.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,26,울산광역시,60세 이상,고용률,36.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,26,울산광역시,60세 이상,고용률,35.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,26,울산광역시,60세 이상,고용률,36.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,26,울산광역시,60세 이상,고용률,38.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,26,울산광역시,60세 이상,고용률,36.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,26,울산광역시,60세 이상,고용률,39.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,26,울산광역시,60세 이상,고용률,40.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,26,울산광역시,60세 이상,고용률,40.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,26,울산광역시,60세 이상,고용률,39.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,23,인천광역시,60세 이상,고용률,33.0,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,23,인천광역시,60세 이상,고용률,33.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,23,인천광역시,60세 이상,고용률,36.7,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,23,인천광역시,60세 이상,고용률,38.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,23,인천광역시,60세 이상,고용률,38.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,23,인천광역시,60세 이상,고용률,38.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,23,인천광역시,60세 이상,고용률,37.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,23,인천광역시,60세 이상,고용률,37.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,23,인천광역시,60세 이상,고용률,38.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,23,인천광역시,60세 이상,고용률,38.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,23,인천광역시,60세 이상,고용률,40.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,23,인천광역시,60세 이상,고용률,40.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,23,인천광역시,60세 이상,고용률,41.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,23,인천광역시,60세 이상,고용률,44.1,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,23,인천광역시,60세 이상,고용률,45.7,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,23,인천광역시,60세 이상,고용률,46.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,36,전라남도,60세 이상,고용률,52.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,36,전라남도,60세 이상,고용률,51.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,36,전라남도,60세 이상,고용률,53.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,36,전라남도,60세 이상,고용률,52.3,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,36,전라남도,60세 이상,고용률,51.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,36,전라남도,60세 이상,고용률,51.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,36,전라남도,60세 이상,고용률,52.3,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,36,전라남도,60세 이상,고용률,53.3,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,36,전라남도,60세 이상,고용률,52.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,36,전라남도,60세 이상,고용률,53.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,36,전라남도,60세 이상,고용률,54.1,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,36,전라남도,60세 이상,고용률,56.1,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,36,전라남도,60세 이상,고용률,58.1,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,36,전라남도,60세 이상,고용률,59.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,36,전라남도,60세 이상,고용률,58.3,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,36,전라남도,60세 이상,고용률,57.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,35,전라북도,60세 이상,고용률,42.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,35,전라북도,60세 이상,고용률,43.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,35,전라북도,60세 이상,고용률,43.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,35,전라북도,60세 이상,고용률,44.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,35,전라북도,60세 이상,고용률,43.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,35,전라북도,60세 이상,고용률,44.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,35,전라북도,60세 이상,고용률,45.1,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,35,전라북도,60세 이상,고용률,44.1,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,35,전라북도,60세 이상,고용률,45.1,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,35,전라북도,60세 이상,고용률,48.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,35,전라북도,60세 이상,고용률,50.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,35,전라북도,60세 이상,고용률,52.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,35,전라북도,60세 이상,고용률,53.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,35,전라북도,60세 이상,고용률,54.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,35,전라북도,60세 이상,고용률,54.7,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,35,전라북도,60세 이상,고용률,53.3,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,39,제주도,60세 이상,고용률,50.3,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,39,제주도,60세 이상,고용률,48.3,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,39,제주도,60세 이상,고용률,48.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,39,제주도,60세 이상,고용률,50.7,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,39,제주도,60세 이상,고용률,50.0,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,39,제주도,60세 이상,고용률,53.1,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,39,제주도,60세 이상,고용률,54.7,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,39,제주도,60세 이상,고용률,54.1,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,39,제주도,60세 이상,고용률,51.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,39,제주도,60세 이상,고용률,56.3,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,39,제주도,60세 이상,고용률,57.1,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,39,제주도,60세 이상,고용률,56.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,39,제주도,60세 이상,고용률,58.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,39,제주도,60세 이상,고용률,55.3,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,39,제주도,60세 이상,고용률,56.0,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,39,제주도,60세 이상,고용률,58.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,34,충청남도,60세 이상,고용률,40.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,34,충청남도,60세 이상,고용률,42.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,34,충청남도,60세 이상,고용률,44.0,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,34,충청남도,60세 이상,고용률,46.5,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,34,충청남도,60세 이상,고용률,45.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,34,충청남도,60세 이상,고용률,43.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,34,충청남도,60세 이상,고용률,42.7,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,34,충청남도,60세 이상,고용률,45.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,34,충청남도,60세 이상,고용률,48.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,34,충청남도,60세 이상,고용률,48.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,34,충청남도,60세 이상,고용률,49.0,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,34,충청남도,60세 이상,고용률,50.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,34,충청남도,60세 이상,고용률,52.1,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,34,충청남도,60세 이상,고용률,54.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,34,충청남도,60세 이상,고용률,52.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,34,충청남도,60세 이상,고용률,52.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,33,충청북도,60세 이상,고용률,38.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,33,충청북도,60세 이상,고용률,39.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,33,충청북도,60세 이상,고용률,39.4,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,33,충청북도,60세 이상,고용률,39.7,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,33,충청북도,60세 이상,고용률,42.0,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,33,충청북도,60세 이상,고용률,42.1,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,33,충청북도,60세 이상,고용률,41.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,33,충청북도,60세 이상,고용률,41.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,33,충청북도,60세 이상,고용률,45.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,33,충청북도,60세 이상,고용률,46.9,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,33,충청북도,60세 이상,고용률,47.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,33,충청북도,60세 이상,고용률,48.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,33,충청북도,60세 이상,고용률,51.8,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,33,충청북도,60세 이상,고용률,53.2,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,33,충청북도,60세 이상,고용률,53.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,33,충청북도,60세 이상,고용률,54.6,%,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,32,강원도,60세 이상,비경제활동인구,185.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,32,강원도,60세 이상,비경제활동인구,186.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,32,강원도,60세 이상,비경제활동인구,192.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,32,강원도,60세 이상,비경제활동인구,203.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,32,강원도,60세 이상,비경제활동인구,199.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,32,강원도,60세 이상,비경제활동인구,203.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,32,강원도,60세 이상,비경제활동인구,210.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,32,강원도,60세 이상,비경제활동인구,202.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,32,강원도,60세 이상,비경제활동인구,208.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,32,강원도,60세 이상,비경제활동인구,205.4,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,32,강원도,60세 이상,비경제활동인구,217.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,32,강원도,60세 이상,비경제활동인구,218.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,32,강원도,60세 이상,비경제활동인구,227.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,32,강원도,60세 이상,비경제활동인구,231.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,32,강원도,60세 이상,비경제활동인구,240.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,32,강원도,60세 이상,비경제활동인구,231.6,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,31,경기도,60세 이상,비경제활동인구,965.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,31,경기도,60세 이상,비경제활동인구,1008.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,31,경기도,60세 이상,비경제활동인구,1035.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,31,경기도,60세 이상,비경제활동인구,1060.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,31,경기도,60세 이상,비경제활동인구,1097.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,31,경기도,60세 이상,비경제활동인구,1171.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,31,경기도,60세 이상,비경제활동인구,1247.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,31,경기도,60세 이상,비경제활동인구,1327.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2018,31,경기도,60세 이상,비경제활동인구,1414.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2019,31,경기도,60세 이상,비경제활동인구,1456.9,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2020,31,경기도,60세 이상,비경제활동인구,1541.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2021,31,경기도,60세 이상,비경제활동인구,1626.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2022,31,경기도,60세 이상,비경제활동인구,1651.3,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2023,31,경기도,60세 이상,비경제활동인구,1721.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2024,31,경기도,60세 이상,비경제활동인구,1791.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2025,31,경기도,60세 이상,비경제활동인구,1864.7,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2010,38,경상남도,60세 이상,비경제활동인구,307.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2011,38,경상남도,60세 이상,비경제활동인구,313.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2012,38,경상남도,60세 이상,비경제활동인구,326.1,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2013,38,경상남도,60세 이상,비경제활동인구,343.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2014,38,경상남도,60세 이상,비경제활동인구,363.2,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2015,38,경상남도,60세 이상,비경제활동인구,373.0,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2016,38,경상남도,60세 이상,비경제활동인구,375.5,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
2017,38,경상남도,60세 이상,비경제활동인구,394.8,천명,DT_1DA7015S,행정구역(시도)/연령별 경제활동인구
