sido,sigungu,living_population,registered_population,stay_population,foreign_population,region,living_registered_ratio,stay_share_pct,foreign_share_pct,living_population_10k,registered_population_10k,stay_population_10k,foreign_population_10k
경상북도,울진군,300755.3333333333,45933.0,253661.0,1161.3333333333333,경상북도 울진군,6.547696282266199,84.3413139805778,0.3861388991716412,30.075533333333333,4.5933,25.3661,0.11613333333333332
경상북도,울릉군,54952.666666666664,8867.333333333334,45926.333333333336,159.0,경상북도 울릉군,6.197203217803172,83.5743488335416,0.28933991677686255,5.495266666666667,0.8867333333333334,4.592633333333334,0.0159
경상남도,함양군,219691.0,35616.333333333336,183275.33333333334,799.3333333333334,경상남도 함양군,6.168265496167488,83.42414269739467,0.3638443692883793,21.9691,3.5616333333333334,18.327533333333335,0.07993333333333334
강원특별자치도,화천군,138902.66666666666,22538.666666666668,115739.66666666667,624.3333333333334,강원특별자치도 화천군,6.162860861334595,83.3242942300124,0.4494754120391258,13.890266666666665,2.2538666666666667,11.573966666666667,0.062433333333333334
강원특별자치도,철원군,244303.33333333334,40010.333333333336,202784.0,1509.0,강원특별자치도 철원군,6.106005948463314,83.00500743611084,0.6176747486048765,24.430333333333333,4.001033333333334,20.2784,0.1509
충청남도,금산군,298822.6666666667,49169.666666666664,246017.33333333334,3635.6666666666665,충청남도 금산군,6.077378329457864,82.32887286551221,1.216663617663988,29.88226666666667,4.916966666666666,24.601733333333335,0.36356666666666665
경기도,연천군,247372.66666666666,41024.666666666664,204706.33333333334,1641.6666666666667,경기도 연천군,6.029851958984026,82.75220382742367,0.6636410921174262,24.737266666666667,4.1024666666666665,20.470633333333335,0.16416666666666668
전라남도,장성군,251459.66666666666,42871.0,207246.33333333334,1342.3333333333333,전라남도 장성군,5.865495711942027,82.41732603903344,0.5338165563993695,25.145966666666666,4.2871,20.724633333333333,0.13423333333333332
경상북도,성주군,236245.33333333334,40936.0,192309.0,3000.3333333333335,경상북도 성주군,5.77108983128135,81.40224286617301,1.270007449882608,23.624533333333336,4.0936,19.2309,0.3000333333333334
충청남도,서천군,269910.3333333333,47533.333333333336,220611.66666666666,1765.3333333333333,충청남도 서천군,5.678338008415147,81.73516884002218,0.6540443678209183,26.99103333333333,4.753333333333334,22.061166666666665,0.17653333333333332
전북특별자치도,장수군,115772.33333333333,20409.666666666668,94601.66666666667,761.0,전북특별자치도 장수군,5.672426464583775,81.7135354733572,0.6573245766835485,11.577233333333332,2.040966666666667,9.460166666666668,0.0761
전라남도,화순군,340926.0,60384.333333333336,279315.0,1226.6666666666667,전라남도 화순군,5.645934651924064,81.92833635451682,0.35980437592517633,34.0926,6.038433333333334,27.9315,0.12266666666666667
경상남도,합천군,220906.0,39466.333333333336,180408.33333333334,1031.3333333333333,경상남도 합천군,5.597327680132433,81.66746640350799,0.4668652428333016,22.0906,3.9466333333333337,18.040833333333335,0.10313333333333333
경상북도,문경시,367546.0,65888.0,300134.0,1524.0,경상북도 문경시,5.578345070422535,81.65889439689181,0.4146419767865791,36.7546,6.5888,30.0134,0.1524
전북특별자치도,순창군,148671.33333333334,26749.0,121285.0,637.3333333333334,전북특별자치도 순창군,5.558014629830399,81.5792777805181,0.42868609505531213,14.867133333333335,2.6749,12.1285,0.06373333333333334
전라남도,곡성군,147396.33333333334,26593.333333333332,120184.66666666667,618.3333333333334,전라남도 곡성군,5.542604662822764,81.5384371841,0.4195038773013349,14.739633333333334,2.659333333333333,12.018466666666667,0.06183333333333334
전북특별자치도,고창군,277390.0,50568.0,223290.66666666666,3531.3333333333335,전북특별자치도 고창군,5.485484891631071,80.49701383130851,1.2730571878342165,27.739,5.0568,22.329066666666666,0.35313333333333335
경상북도,청송군,128986.66666666667,23519.666666666668,104781.66666666667,685.3333333333334,경상북도 청송군,5.484204708116612,81.23449452139756,0.5313210667769279,12.898666666666667,2.3519666666666668,10.478166666666667,0.06853333333333333
전라남도,영암군,271637.6666666667,50358.0,210688.66666666666,10591.0,전라남도 영암군,5.39413135284695,77.56239009562982,3.8989438136340935,27.163766666666668,5.0358,21.068866666666665,1.0591
전라남도,함평군,159411.0,29607.666666666668,128545.33333333333,1258.0,전라남도 함평군,5.384112223185436,80.63768079576273,0.7891550771276762,15.9411,2.9607666666666668,12.854533333333332,0.1258
경상남도,하동군,215161.66666666666,40230.666666666664,174008.66666666666,922.3333333333334,경상남도 하동군,5.348200377821231,80.87345174558665,0.4286699148702139,21.516166666666667,4.023066666666667,17.400866666666666,0.09223333333333333
전라남도,진도군,150302.0,28172.666666666668,119982.0,2147.3333333333335,전라남도 진도군,5.3350292245438835,79.82728107410414,1.4286791482038386,15.0302,2.817266666666667,11.9982,0.21473333333333336
전라남도,보성군,194509.66666666666,36733.333333333336,156398.33333333334,1378.0,전라남도 보성군,5.295181488203267,80.40645794810541,0.7084480805581215,19.450966666666666,3.673333333333334,15.639833333333334,0.1378
경상남도,밀양시,520750.0,99631.0,416303.0,4816.0,경상남도 밀양시,5.226786843452339,79.94296687469995,0.9248199711953913,52.075,9.9631,41.6303,0.4816
경상북도,고령군,154656.0,29741.333333333332,122726.0,2188.6666666666665,경상북도 고령군,5.200035864789743,79.354179598593,1.4151838057797088,15.4656,2.974133333333333,12.2726,0.21886666666666665
경상남도,고성군,245975.66666666666,47312.333333333336,196969.33333333334,1694.0,경상남도 고성군,5.198975601851525,80.07675555983181,0.6886860082365871,24.597566666666665,4.731233333333334,19.696933333333334,0.1694
강원특별자치도,양구군,106066.66666666667,20482.333333333332,84782.33333333333,802.0,강원특별자치도 양구군,5.1784464660601826,79.93306096794468,0.7561282212445003,10.606666666666667,2.048233333333333,8.478233333333334,0.0802
경상남도,의령군,125493.33333333333,24742.0,99895.33333333333,856.0,경상남도 의령군,5.072077169724894,79.60210369740757,0.6821079473013175,12.549333333333333,2.4742,9.989533333333332,0.0856
충청남도,예산군,398645.3333333333,78922.33333333333,314729.0,4994.0,충청남도 예산군,5.051109318443871,78.94962606694673,1.252742621678752,39.864533333333334,7.8922333333333325,31.4729,0.4994
강원특별자치도,태백시,186794.0,37437.0,148656.0,701.0,강원특별자치도 태백시,4.989555787055587,79.5828559803848,0.3752797199053503,18.6794,3.7437,14.8656,0.0701
경상북도,봉화군,140649.33333333334,28381.666666666668,111107.33333333333,1160.3333333333333,경상북도 봉화군,4.955640378178401,78.99599002720713,0.8249831732820156,14.064933333333334,2.838166666666667,11.110733333333332,0.11603333333333332
충청북도,옥천군,238760.33333333334,48394.0,188713.0,1653.3333333333333,충청북도 옥천군,4.933676351062804,79.03867336980878,0.6924656664074573,23.876033333333336,4.8394,18.8713,0.16533333333333333
충청북도,영동군,209595.33333333334,42878.333333333336,165453.0,1264.0,충청북도 영동군,4.888140863684067,78.93925755344425,0.6030668621756845,20.959533333333333,4.287833333333333,16.5453,0.1264
충청남도,부여군,285113.6666666667,58715.666666666664,224339.33333333334,2058.6666666666665,충청남도 부여군,4.855836318529411,78.68417391426344,0.7220512053087598,28.511366666666667,5.871566666666666,22.433933333333336,0.20586666666666664
전라남도,강진군,149750.33333333334,31770.666666666668,117318.0,661.6666666666666,전라남도 강진군,4.713477841195233,78.34239656672996,0.4418465401301277,14.975033333333334,3.1770666666666667,11.7318,0.06616666666666667
전북특별자치도,남원시,352730.3333333333,74856.66666666667,275855.3333333333,2018.3333333333333,전북특별자치도 남원시,4.712076412699826,78.20573034546693,0.5722029387889331,35.27303333333333,7.485666666666667,27.58553333333333,0.20183333333333334
부산광역시,서구,476666.0,102446.0,371481.0,2739.0,부산광역시 서구,4.652851258223845,77.93318592053976,0.5746161882743892,47.6666,10.2446,37.1481,0.2739
전라남도,신안군,180371.33333333334,38922.666666666664,140055.33333333334,1393.3333333333333,전라남도 신안군,4.63409495752261,77.64833288364375,0.7724804754635806,18.037133333333333,3.8922666666666665,14.005533333333334,0.13933333333333334
경상남도,함안군,267833.6666666667,57857.0,205274.33333333334,4702.333333333333,경상남도 함안군,4.629235298523371,76.64246839767468,1.755691654397443,26.78336666666667,5.7857,20.527433333333335,0.4702333333333333
충청남도,청양군,134337.0,29137.333333333332,103802.66666666667,1397.0,충청남도 청양군,4.610476822404247,77.27034745949862,1.039921987241043,13.4337,2.913733333333333,10.380266666666667,0.1397
충청북도,제천시,581576.6666666666,128093.0,449956.6666666667,3527.0,충청북도 제천시,4.54026891919673,77.3684180360285,0.606454866942163,58.157666666666664,12.8093,44.99566666666667,0.3527
전라남도,완도군,201394.33333333334,44908.666666666664,153090.33333333334,3395.3333333333335,전라남도 완도군,4.484531567774595,76.01521393352677,1.6859130429025642,20.139433333333333,4.490866666666666,15.309033333333334,0.33953333333333335
전라남도,장흥군,152780.66666666666,34219.0,117712.66666666667,849.0,전라남도 장흥군,4.464790515990142,77.04683402350211,0.5556985831540641,15.278066666666666,3.4219,11.771266666666667,0.0849
경상남도,창녕군,243896.66666666666,55088.0,185107.0,3701.6666666666665,경상남도 창녕군,4.4274010068738505,75.89566619743334,1.5177192526889804,24.389666666666667,5.5088,18.5107,0.37016666666666664
전라남도,영광군,235048.0,53122.0,180648.66666666666,1277.3333333333333,전라남도 영광군,4.424682805617258,76.85607478756111,0.5434350997810377,23.5048,5.3122,18.064866666666667,0.12773333333333334
경상남도,거창군,258601.33333333334,59208.333333333336,198292.66666666666,1100.3333333333333,경상남도 거창군,4.367650950035187,76.67890343437259,0.42549406808936274,25.860133333333334,5.920833333333333,19.829266666666665,0.11003333333333333
전라남도,해남군,270912.0,62392.666666666664,205612.0,2907.3333333333335,전라남도 해남군,4.342048745044824,75.89623198677062,1.073165209859044,27.0912,6.2392666666666665,20.5612,0.29073333333333334
충청남도,논산시,463798.3333333333,107260.0,349732.0,6806.333333333333,충청남도 논산시,4.324056808999938,75.4060493245987,1.4675200068995504,46.37983333333333,10.726,34.9732,0.6806333333333333
전라남도,고흥군,254810.0,59728.666666666664,193224.33333333334,1857.0,전라남도 고흥군,4.266125701784738,75.83074970893345,0.7287783054040265,25.481,5.9728666666666665,19.322433333333333,0.1857
경상북도,의성군,203679.66666666666,48118.666666666664,154226.33333333334,1334.6666666666667,경상북도 의성군,4.232861813849095,75.72004405610771,0.6552773227240816,20.367966666666664,4.811866666666666,15.422633333333334,0.13346666666666668
대구광역시,남구,570553.0,136231.0,432125.3333333333,2196.6666666666665,대구광역시 남구,4.188128986794489,75.73798285756683,0.38500659301881973,57.0553,13.6231,43.21253333333333,0.21966666666666665
경상북도,영천시,398827.0,96158.66666666667,298560.6666666667,4107.666666666667,경상북도 영천시,4.14759286734425,74.85969271555504,1.0299369567924606,39.8827,9.615866666666667,29.856066666666667,0.4107666666666667
경상북도,상주시,374679.0,90573.0,281120.3333333333,2985.6666666666665,경상북도 상주시,4.136762611374251,75.02964760056831,0.7968598898434838,37.4679,9.0573,28.112033333333333,0.29856666666666665
부산광역시,영도구,417579.6666666667,102215.33333333333,313108.3333333333,2256.0,부산광역시 영도구,4.085293791538126,74.98170009874362,0.5402561906350803,41.75796666666667,10.221533333333333,31.31083333333333,0.2256
경상북도,영양군,61800.0,15188.0,45741.0,871.0,경상북도 영양군,4.069001843560706,74.01456310679612,1.4093851132686084,6.18,1.5188,4.5741,0.0871
전북특별자치도,김제시,312980.6666666667,81483.0,227902.33333333334,3595.3333333333335,전북특별자치도 김제시,3.84105478034273,72.8167448042584,1.1487397517631548,31.298066666666667,8.1483,22.790233333333333,0.35953333333333337
경상북도,안동시,554192.0,153485.0,397992.3333333333,2714.6666666666665,경상북도 안동시,3.6107241750008146,71.81488244747909,0.4898422688647015,55.4192,15.3485,39.79923333333333,0.27146666666666663
전북특별자치도,정읍시,336569.3333333333,100964.33333333333,231873.33333333334,3731.6666666666665,전북특별자치도 정읍시,3.333546830068704,68.8931849604044,1.1087363871535136,33.656933333333335,10.096433333333334,23.187333333333335,0.37316666666666665
대구광역시,서구,534988.3333333334,161534.33333333334,370667.0,2787.0,대구광역시 서구,3.3119171775659666,69.28506229107799,0.5209459396310823,53.49883333333334,16.153433333333336,37.0667,0.2787
경상북도,영주시,287319.0,97698.66666666667,187706.0,1914.3333333333333,경상북도 영주시,2.940869203264459,65.33017308288001,0.6662745357367015,28.7319,9.769866666666667,18.7706,0.19143333333333332
