C1_OBJ_NM,C2_NM,DT,C2,C1,PRD_SE,UNIT_NM_ENG,ITM_ID,TBL_ID,ITM_NM,TBL_NM,PRD_DE,LST_CHN_DE,C1_NM_ENG,C1_NM,UNIT_NM,ITM_NM_ENG,C2_OBJ_NM_ENG,C2_NM_ENG,ORG_ID,C1_OBJ_NM_ENG,C2_OBJ_NM
행정구역별(시도),남자,7026,1,03,A,In person,T22,DT_1JA1503,스리랑카,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,Sri Lanka,By gender,Male,101,By administrative divisions,성별
행정구역별(시도),남자,6079,1,03,A,In person,T23,DT_1JA1503,파키스탄,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,Pakistan,By gender,Male,101,By administrative divisions,성별
행정구역별(시도),남자,5159,1,03,A,In person,T24,DT_1JA1503,방글라데시,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,Bangladesh,By gender,Male,101,By administrative divisions,성별
행정구역별(시도),남자,9500,1,03,A,In person,T25,DT_1JA1503,네팔,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,Nepal,By gender,Male,101,By administrative divisions,성별
행정구역별(시도),남자,22736,1,03,A,In person,T26,DT_1JA1503,우즈베키스탄,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,Uzbekistan,By gender,Male,101,By administrative divisions,성별
행정구역별(시도),남자,11038,1,03,A,In person,T27,DT_1JA1503,카자흐스탄,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,Kazakhstan,By gender,Male,101,By administrative divisions,성별
행정구역별(시도),남자,7004,1,03,A,In person,T28,DT_1JA1503,러시아,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,Russia,By gender,Male,101,By administrative divisions,성별
행정구역별(시도),남자,32681,1,03,A,In person,T29,DT_1JA1503,미국,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,United States,By gender,Male,101,By administrative divisions,성별
행정구역별(시도),남자,6005,1,03,A,In person,T35,DT_1JA1503,캐나다,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,Canada,By gender,Male,101,By administrative divisions,성별
행정구역별(시도),남자,43094,1,03,A,In person,T36,DT_1JA1503,기타,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,Others,By gender,Male,101,By administrative divisions,성별
행정구역별(시도),여자,560253,2,03,A,In person,T10,DT_1JA1503,외국인,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,Foreigner,By gender,Female,101,By administrative divisions,성별
행정구역별(시도),여자,98875,2,03,A,In person,T11,DT_1JA1503,중국,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,China,By gender,Female,101,By administrative divisions,성별
행정구역별(시도),여자,220604,2,03,A,In person,T12,DT_1JA1503,중국(한국계),성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,China (Korean-Chinese),By gender,Female,101,By administrative divisions,성별
행정구역별(시도),여자,6978,2,03,A,In person,T13,DT_1JA1503,대만,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,Taiwan,By gender,Female,101,By administrative divisions,성별
행정구역별(시도),여자,12031,2,03,A,In person,T14,DT_1JA1503,일본,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,Japan,By gender,Female,101,By administrative divisions,성별
행정구역별(시도),여자,13375,2,03,A,In person,T15,DT_1JA1503,몽골,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,Mongolia,By gender,Female,101,By administrative divisions,성별
행정구역별(시도),여자,55854,2,03,A,In person,T16,DT_1JA1503,베트남,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,Vietnam,By gender,Female,101,By administrative divisions,성별
행정구역별(시도),여자,14013,2,03,A,In person,T17,DT_1JA1503,필리핀,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,Philippines,By gender,Female,101,By administrative divisions,성별
행정구역별(시도),여자,40422,2,03,A,In person,T18,DT_1JA1503,태국,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,Thailand,By gender,Female,101,By administrative divisions,성별
행정구역별(시도),여자,2493,2,03,A,In person,T19,DT_1JA1503,인도네시아,성 및 현재 국적별 외국인 - 시도,2018,2019-08-23,Total for dongs,동부,명,Indonesia,By gender,Female,101,By administrative divisions,성별
